@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric

@data
2408,'2020/03/23 12:47:11:842',7,-0.299958,0.601783,0.458266,0.142449,0.457766,0.248872,0.479575,0,0,1,0,0,0
2409,'2020/03/23 12:47:11:853',7,-0.063616,0.277016,0.602542,0.083679,0.30386,0.483981,0.237185,0,0,1,0,0,0
2410,'2020/03/23 12:47:11:854',7,-0.063616,0.277016,0.602542,0.083679,0.30386,0.483981,0.237185,0,0,1,0,0,0
2411,'2020/03/23 12:47:11:854',7,-0.063616,0.277016,0.602542,0.083679,0.30386,0.483981,0.237185,0,0,1,0,0,0
2412,'2020/03/23 12:47:11:854',7,-0.063616,0.277016,0.602542,0.083679,0.30386,0.483981,0.237185,0,0,1,0,0,0
2413,'2020/03/23 12:47:11:854',7,-0.063616,0.277016,0.602542,0.083679,0.30386,0.483981,0.237185,0,0,1,0,0,0
2414,'2020/03/23 12:47:11:865',7,-0.253629,0.168203,0.556737,-0.008235,0.416454,0.239726,0.293177,0,0,1,0,0,0
2415,'2020/03/23 12:47:11:865',7,-0.253629,0.168203,0.556737,-0.008235,0.416454,0.239726,0.293177,0,0,1,0,0,0
2416,'2020/03/23 12:47:11:865',7,-0.253629,0.168203,0.556737,-0.008235,0.416454,0.239726,0.293177,0,0,1,0,0,0
2417,'2020/03/23 12:47:11:876',7,-0.112631,0.155852,0.730205,-0.10652,0.437806,0.320046,0.268808,0,0,1,0,0,0
2418,'2020/03/23 12:47:11:877',7,-0.112631,0.155852,0.730205,-0.10652,0.437806,0.320046,0.268808,0,0,1,0,0,0
2419,'2020/03/23 12:47:11:877',7,-0.112631,0.155852,0.730205,-0.10652,0.437806,0.320046,0.268808,0,0,1,0,0,0
2420,'2020/03/23 12:47:11:888',7,0.026709,0.301236,0.732716,-0.061217,0.478263,0.360613,0.276118,0,0,1,0,0,0
2421,'2020/03/23 12:47:11:889',7,0.026709,0.301236,0.732716,-0.061217,0.478263,0.360613,0.276118,0,0,1,0,0,0
2422,'2020/03/23 12:47:11:889',7,0.026709,0.301236,0.732716,-0.061217,0.478263,0.360613,0.276118,0,0,1,0,0,0
2423,'2020/03/23 12:47:11:900',7,0.041619,0.360869,0.575624,-0.038551,0.583032,0.13469,0.420964,0,0,1,0,0,0
2424,'2020/03/23 12:47:11:900',7,0.041619,0.360869,0.575624,-0.038551,0.583032,0.13469,0.420964,0,0,1,0,0,0
2425,'2020/03/23 12:47:11:900',7,0.041619,0.360869,0.575624,-0.038551,0.583032,0.13469,0.420964,0,0,1,0,0,0
2426,'2020/03/23 12:47:11:900',7,0.041619,0.360869,0.575624,-0.038551,0.583032,0.13469,0.420964,0,0,1,0,0,0
2427,'2020/03/23 12:47:11:911',7,-0.06969,0.450155,0.552193,-0.083839,0.627058,0.047531,0.321251,0,0,1,0,0,0
2428,'2020/03/23 12:47:11:911',7,-0.06969,0.450155,0.552193,-0.083839,0.627058,0.047531,0.321251,0,0,1,0,0,0
2429,'2020/03/23 12:47:11:912',7,-0.06969,0.450155,0.552193,-0.083839,0.627058,0.047531,0.321251,0,0,1,0,0,0
2430,'2020/03/23 12:47:11:923',7,-0.12762,0.567555,0.447777,0.025716,0.587352,0.05857,0.49928,0,0,1,0,0,0
2431,'2020/03/23 12:47:11:923',7,-0.12762,0.567555,0.447777,0.025716,0.587352,0.05857,0.49928,0,0,1,0,0,0
2432,'2020/03/23 12:47:11:923',7,-0.12762,0.567555,0.447777,0.025716,0.587352,0.05857,0.49928,0,0,1,0,0,0
2433,'2020/03/23 12:47:11:924',7,-0.12762,0.567555,0.447777,0.025716,0.587352,0.05857,0.49928,0,0,1,0,0,0
2434,'2020/03/23 12:47:11:934',7,0.050355,0.525188,0.396317,0.167607,0.511256,0.057731,0.718546,0,0,1,0,0,0
2435,'2020/03/23 12:47:11:935',7,0.050355,0.525188,0.396317,0.167607,0.511256,0.057731,0.718546,0,0,1,0,0,0
2436,'2020/03/23 12:47:11:935',7,0.050355,0.525188,0.396317,0.167607,0.511256,0.057731,0.718546,0,0,1,0,0,0
2437,'2020/03/23 12:47:11:935',7,0.050355,0.525188,0.396317,0.167607,0.511256,0.057731,0.718546,0,0,1,0,0,0
2438,'2020/03/23 12:47:11:946',7,-0.10321,0.391767,0.537699,0.131757,0.613289,-0.009191,0.564986,0,0,1,0,0,0
2439,'2020/03/23 12:47:11:946',7,-0.10321,0.391767,0.537699,0.131757,0.613289,-0.009191,0.564986,0,0,1,0,0,0
2440,'2020/03/23 12:47:11:946',7,-0.10321,0.391767,0.537699,0.131757,0.613289,-0.009191,0.564986,0,0,1,0,0,0
2441,'2020/03/23 12:47:11:958',7,-0.273025,0.616528,0.43145,0.171065,0.504676,0.148933,0.512881,0,0,1,0,0,0
2442,'2020/03/23 12:47:11:958',7,-0.273025,0.616528,0.43145,0.171065,0.504676,0.148933,0.512881,0,0,1,0,0,0
2443,'2020/03/23 12:47:11:958',7,-0.273025,0.616528,0.43145,0.171065,0.504676,0.148933,0.512881,0,0,1,0,0,0
2444,'2020/03/23 12:47:11:969',7,-0.070911,0.287282,0.565741,0.127341,0.274115,0.507818,0.219932,0,0,1,0,0,0
2445,'2020/03/23 12:47:11:970',7,-0.070911,0.287282,0.565741,0.127341,0.274115,0.507818,0.219932,0,0,1,0,0,0
2446,'2020/03/23 12:47:11:970',7,-0.070911,0.287282,0.565741,0.127341,0.274115,0.507818,0.219932,0,0,1,0,0,0
2447,'2020/03/23 12:47:11:970',7,-0.070911,0.287282,0.565741,0.127341,0.274115,0.507818,0.219932,0,0,1,0,0,0
2448,'2020/03/23 12:47:11:981',7,-0.245331,0.216349,0.532875,0.015771,0.436266,0.2204,0.3217,0,0,1,0,0,0
2449,'2020/03/23 12:47:11:981',7,-0.245331,0.216349,0.532875,0.015771,0.436266,0.2204,0.3217,0,0,1,0,0,0
2450,'2020/03/23 12:47:11:981',7,-0.245331,0.216349,0.532875,0.015771,0.436266,0.2204,0.3217,0,0,1,0,0,0
2451,'2020/03/23 12:47:11:993',7,-0.165699,0.168008,0.66672,-0.063426,0.424659,0.304294,0.280321,0,0,1,0,0,0
2452,'2020/03/23 12:47:11:993',7,-0.165699,0.168008,0.66672,-0.063426,0.424659,0.304294,0.280321,0,0,1,0,0,0
2453,'2020/03/23 12:47:11:993',7,-0.165699,0.168008,0.66672,-0.063426,0.424659,0.304294,0.280321,0,0,1,0,0,0
2454,'2020/03/23 12:47:11:994',7,-0.165699,0.168008,0.66672,-0.063426,0.424659,0.304294,0.280321,0,0,1,0,0,0
2455,'2020/03/23 12:47:12:004',7,0.017754,0.20668,0.802543,-0.114782,0.420949,0.405614,0.209285,0,0,1,0,0,0
2456,'2020/03/23 12:47:12:004',7,0.017754,0.20668,0.802543,-0.114782,0.420949,0.405614,0.209285,0,0,1,0,0,0
2457,'2020/03/23 12:47:12:005',7,0.017754,0.20668,0.802543,-0.114782,0.420949,0.405614,0.209285,0,0,1,0,0,0
2458,'2020/03/23 12:47:12:005',7,0.017754,0.20668,0.802543,-0.114782,0.420949,0.405614,0.209285,0,0,1,0,0,0
2459,'2020/03/23 12:47:12:016',7,0.048025,0.333683,0.547136,0.007883,0.498075,0.230424,0.375677,0,0,1,0,0,0
2460,'2020/03/23 12:47:12:016',7,0.048025,0.333683,0.547136,0.007883,0.498075,0.230424,0.375677,0,0,1,0,0,0
2461,'2020/03/23 12:47:12:016',7,0.048025,0.333683,0.547136,0.007883,0.498075,0.230424,0.375677,0,0,1,0,0,0
2462,'2020/03/23 12:47:12:027',7,-0.007206,0.403967,0.613306,-0.096188,0.637188,0.077101,0.299854,0,0,1,0,0,0
2463,'2020/03/23 12:47:12:027',7,-0.007206,0.403967,0.613306,-0.096188,0.637188,0.077101,0.299854,0,0,1,0,0,0
2464,'2020/03/23 12:47:12:028',7,-0.007206,0.403967,0.613306,-0.096188,0.637188,0.077101,0.299854,0,0,1,0,0,0
2465,'2020/03/23 12:47:12:039',7,-0.103985,0.550864,0.459736,-0.004124,0.602774,0.047502,0.447579,0,0,1,0,0,0
2466,'2020/03/23 12:47:12:039',7,-0.103985,0.550864,0.459736,-0.004124,0.602774,0.047502,0.447579,0,0,1,0,0,0
2467,'2020/03/23 12:47:12:039',7,-0.103985,0.550864,0.459736,-0.004124,0.602774,0.047502,0.447579,0,0,1,0,0,0
2468,'2020/03/23 12:47:12:051',7,0.021194,0.525525,0.361323,0.187287,0.478181,0.063829,0.695216,0,0,1,0,0,0
2469,'2020/03/23 12:47:12:051',7,0.021194,0.525525,0.361323,0.187287,0.478181,0.063829,0.695216,0,0,1,0,0,0
2470,'2020/03/23 12:47:12:051',7,0.021194,0.525525,0.361323,0.187287,0.478181,0.063829,0.695216,0,0,1,0,0,0
2471,'2020/03/23 12:47:12:051',7,0.021194,0.525525,0.361323,0.187287,0.478181,0.063829,0.695216,0,0,1,0,0,0
2472,'2020/03/23 12:47:12:062',7,-0.084146,0.396918,0.538954,0.126166,0.615516,-0.000473,0.575528,0,0,1,0,0,0
2473,'2020/03/23 12:47:12:062',7,-0.084146,0.396918,0.538954,0.126166,0.615516,-0.000473,0.575528,0,0,1,0,0,0
2474,'2020/03/23 12:47:12:063',7,-0.084146,0.396918,0.538954,0.126166,0.615516,-0.000473,0.575528,0,0,1,0,0,0
2475,'2020/03/23 12:47:12:063',7,-0.084146,0.396918,0.538954,0.126166,0.615516,-0.000473,0.575528,0,0,1,0,0,0
2476,'2020/03/23 12:47:12:073',7,-0.227358,0.534534,0.419113,0.202871,0.553273,0.029507,0.551621,0,0,1,0,0,0
2477,'2020/03/23 12:47:12:074',7,-0.227358,0.534534,0.419113,0.202871,0.553273,0.029507,0.551621,0,0,1,0,0,0
2478,'2020/03/23 12:47:12:074',7,-0.227358,0.534534,0.419113,0.202871,0.553273,0.029507,0.551621,0,0,1,0,0,0
2479,'2020/03/23 12:47:12:075',7,-0.227358,0.534534,0.419113,0.202871,0.553273,0.029507,0.551621,0,0,1,0,0,0
2480,'2020/03/23 12:47:12:085',7,-0.189764,0.41419,0.510517,0.147022,0.332941,0.409706,0.340353,0,0,1,0,0,0
2481,'2020/03/23 12:47:12:086',7,-0.189764,0.41419,0.510517,0.147022,0.332941,0.409706,0.340353,0,0,1,0,0,0
2482,'2020/03/23 12:47:12:086',7,-0.189764,0.41419,0.510517,0.147022,0.332941,0.409706,0.340353,0,0,1,0,0,0
2483,'2020/03/23 12:47:12:097',7,-0.167444,0.363049,0.457653,0.083752,0.481868,0.168159,0.396404,0,0,1,0,0,0
2484,'2020/03/23 12:47:12:098',7,-0.167444,0.363049,0.457653,0.083752,0.481868,0.168159,0.396404,0,0,1,0,0,0
2485,'2020/03/23 12:47:12:098',7,-0.167444,0.363049,0.457653,0.083752,0.481868,0.168159,0.396404,0,0,1,0,0,0
2486,'2020/03/23 12:47:12:109',7,-0.19524,0.167466,0.621513,-0.030633,0.41693,0.285082,0.291263,0,0,1,0,0,0
2487,'2020/03/23 12:47:12:109',7,-0.19524,0.167466,0.621513,-0.030633,0.41693,0.285082,0.291263,0,0,1,0,0,0
2488,'2020/03/23 12:47:12:109',7,-0.19524,0.167466,0.621513,-0.030633,0.41693,0.285082,0.291263,0,0,1,0,0,0
2489,'2020/03/23 12:47:12:120',7,0.073786,0.146244,0.876189,-0.128181,0.401445,0.441158,0.161956,0,0,1,0,0,0
2490,'2020/03/23 12:47:12:120',7,0.073786,0.146244,0.876189,-0.128181,0.401445,0.441158,0.161956,0,0,1,0,0,0
2491,'2020/03/23 12:47:12:120',7,0.073786,0.146244,0.876189,-0.128181,0.401445,0.441158,0.161956,0,0,1,0,0,0
2492,'2020/03/23 12:47:12:120',7,0.073786,0.146244,0.876189,-0.128181,0.401445,0.441158,0.161956,0,0,1,0,0,0
2493,'2020/03/23 12:47:12:132',7,0.010946,0.332904,0.584139,-0.000409,0.516183,0.267073,0.359399,0,0,1,0,0,0
2494,'2020/03/23 12:47:12:132',7,0.010946,0.332904,0.584139,-0.000409,0.516183,0.267073,0.359399,0,0,1,0,0,0
2495,'2020/03/23 12:47:12:133',7,0.010946,0.332904,0.584139,-0.000409,0.516183,0.267073,0.359399,0,0,1,0,0,0
2496,'2020/03/23 12:47:12:133',7,0.010946,0.332904,0.584139,-0.000409,0.516183,0.267073,0.359399,0,0,1,0,0,0
2497,'2020/03/23 12:47:12:143',7,0.052348,0.354312,0.674612,-0.120222,0.657466,0.078209,0.32059,0,0,1,0,0,0
2498,'2020/03/23 12:47:12:143',7,0.052348,0.354312,0.674612,-0.120222,0.657466,0.078209,0.32059,0,0,1,0,0,0
2499,'2020/03/23 12:47:12:144',7,0.052348,0.354312,0.674612,-0.120222,0.657466,0.078209,0.32059,0,0,1,0,0,0
2500,'2020/03/23 12:47:12:144',7,0.052348,0.354312,0.674612,-0.120222,0.657466,0.078209,0.32059,0,0,1,0,0,0
2501,'2020/03/23 12:47:12:155',7,-0.094254,0.523343,0.4863,-0.036712,0.612532,0.038115,0.391788,0,0,1,0,0,0
2502,'2020/03/23 12:47:12:155',7,-0.094254,0.523343,0.4863,-0.036712,0.612532,0.038115,0.391788,0,0,1,0,0,0
2503,'2020/03/23 12:47:12:155',7,-0.094254,0.523343,0.4863,-0.036712,0.612532,0.038115,0.391788,0,0,1,0,0,0
2504,'2020/03/23 12:47:12:167',7,0.015771,0.544423,0.355582,0.215191,0.449005,0.093589,0.644203,0,0,1,0,0,0
2505,'2020/03/23 12:47:12:167',7,0.015771,0.544423,0.355582,0.215191,0.449005,0.093589,0.644203,0,0,1,0,0,0
2506,'2020/03/23 12:47:12:167',7,0.015771,0.544423,0.355582,0.215191,0.449005,0.093589,0.644203,0,0,1,0,0,0
2507,'2020/03/23 12:47:12:178',7,-0.059176,0.419158,0.523592,0.120498,0.611106,0.01668,0.600773,0,0,1,0,0,0
2508,'2020/03/23 12:47:12:178',7,-0.059176,0.419158,0.523592,0.120498,0.611106,0.01668,0.600773,0,0,1,0,0,0
2509,'2020/03/23 12:47:12:178',7,-0.059176,0.419158,0.523592,0.120498,0.611106,0.01668,0.600773,0,0,1,0,0,0
2510,'2020/03/23 12:47:12:190',7,-0.196542,0.472344,0.45985,0.185926,0.577622,0.005576,0.555526,0,0,1,0,0,0
2511,'2020/03/23 12:47:12:190',7,-0.196542,0.472344,0.45985,0.185926,0.577622,0.005576,0.555526,0,0,1,0,0,0
2512,'2020/03/23 12:47:12:190',7,-0.196542,0.472344,0.45985,0.185926,0.577622,0.005576,0.555526,0,0,1,0,0,0
2513,'2020/03/23 12:47:12:190',7,-0.196542,0.472344,0.45985,0.185926,0.577622,0.005576,0.555526,0,0,1,0,0,0
2514,'2020/03/23 12:47:12:201',7,-0.275028,0.522119,0.483691,0.143445,0.406683,0.322768,0.424068,0,0,1,0,0,0
2515,'2020/03/23 12:47:12:202',7,-0.275028,0.522119,0.483691,0.143445,0.406683,0.322768,0.424068,0,0,1,0,0,0
2516,'2020/03/23 12:47:12:202',7,-0.275028,0.522119,0.483691,0.143445,0.406683,0.322768,0.424068,0,0,1,0,0,0
2517,'2020/03/23 12:47:12:213',7,-0.192601,0.314966,0.525898,0.02415,0.462777,0.295355,0.399423,0,0,1,0,0,0
2518,'2020/03/23 12:47:12:213',7,-0.192601,0.314966,0.525898,0.02415,0.462777,0.295355,0.399423,0,0,1,0,0,0
2519,'2020/03/23 12:47:12:213',7,-0.192601,0.314966,0.525898,0.02415,0.462777,0.295355,0.399423,0,0,1,0,0,0
2520,'2020/03/23 12:47:12:213',7,-0.192601,0.314966,0.525898,0.02415,0.462777,0.295355,0.399423,0,0,1,0,0,0
2521,'2020/03/23 12:47:12:225',7,-0.231784,0.15706,0.581299,-0.017302,0.408928,0.259252,0.287365,0,0,1,0,0,0
2522,'2020/03/23 12:47:12:225',7,-0.231784,0.15706,0.581299,-0.017302,0.408928,0.259252,0.287365,0,0,1,0,0,0
2523,'2020/03/23 12:47:12:225',7,-0.231784,0.15706,0.581299,-0.017302,0.408928,0.259252,0.287365,0,0,1,0,0,0
2524,'2020/03/23 12:47:12:225',7,-0.231784,0.15706,0.581299,-0.017302,0.408928,0.259252,0.287365,0,0,1,0,0,0
2525,'2020/03/23 12:47:12:238',7,0.020478,0.112007,0.860252,-0.182181,0.470504,0.334973,0.245644,0,0,1,0,0,0
2526,'2020/03/23 12:47:12:238',7,0.020478,0.112007,0.860252,-0.182181,0.470504,0.334973,0.245644,0,0,1,0,0,0
2527,'2020/03/23 12:47:12:238',7,0.020478,0.112007,0.860252,-0.182181,0.470504,0.334973,0.245644,0,0,1,0,0,0
2528,'2020/03/23 12:47:12:248',7,0.019376,0.342856,0.630139,-0.007891,0.52915,0.294905,0.343421,0,0,1,0,0,0
2529,'2020/03/23 12:47:12:249',7,0.019376,0.342856,0.630139,-0.007891,0.52915,0.294905,0.343421,0,0,1,0,0,0
2530,'2020/03/23 12:47:12:249',7,0.019376,0.342856,0.630139,-0.007891,0.52915,0.294905,0.343421,0,0,1,0,0,0
2531,'2020/03/23 12:47:12:260',7,0.028673,0.365806,0.653997,-0.09807,0.645671,0.082136,0.3805,0,0,1,0,0,0
2532,'2020/03/23 12:47:12:260',7,0.028673,0.365806,0.653997,-0.09807,0.645671,0.082136,0.3805,0,0,1,0,0,0
2533,'2020/03/23 12:47:12:260',7,0.028673,0.365806,0.653997,-0.09807,0.645671,0.082136,0.3805,0,0,1,0,0,0
2534,'2020/03/23 12:47:12:260',7,0.028673,0.365806,0.653997,-0.09807,0.645671,0.082136,0.3805,0,0,1,0,0,0
2535,'2020/03/23 12:47:12:271',7,-0.091685,0.491345,0.514058,-0.063029,0.62073,0.035726,0.353815,0,0,1,0,0,0
2536,'2020/03/23 12:47:12:271',7,-0.091685,0.491345,0.514058,-0.063029,0.62073,0.035726,0.353815,0,0,1,0,0,0
2537,'2020/03/23 12:47:12:271',7,-0.091685,0.491345,0.514058,-0.063029,0.62073,0.035726,0.353815,0,0,1,0,0,0
2538,'2020/03/23 12:47:12:283',7,-0.104452,0.570108,0.417951,0.085058,0.550057,0.076638,0.549016,0,0,1,0,0,0
2539,'2020/03/23 12:47:12:283',7,-0.104452,0.570108,0.417951,0.085058,0.550057,0.076638,0.549016,0,0,1,0,0,0
2540,'2020/03/23 12:47:12:283',7,-0.104452,0.570108,0.417951,0.085058,0.550057,0.076638,0.549016,0,0,1,0,0,0
2541,'2020/03/23 12:47:12:283',7,-0.104452,0.570108,0.417951,0.085058,0.550057,0.076638,0.549016,0,0,1,0,0,0
2542,'2020/03/23 12:47:12:294',7,-0.007714,0.494259,0.468838,0.128602,0.572838,0.04556,0.666324,0,0,1,0,0,0
2543,'2020/03/23 12:47:12:295',7,-0.007714,0.494259,0.468838,0.128602,0.572838,0.04556,0.666324,0,0,1,0,0,0
2544,'2020/03/23 12:47:12:295',7,-0.007714,0.494259,0.468838,0.128602,0.572838,0.04556,0.666324,0,0,1,0,0,0
2545,'2020/03/23 12:47:12:295',7,-0.007714,0.494259,0.468838,0.128602,0.572838,0.04556,0.666324,0,0,1,0,0,0
2546,'2020/03/23 12:47:12:306',7,-0.155776,0.431741,0.499253,0.163611,0.59437,-0.001471,0.55738,0,0,1,0,0,0
2547,'2020/03/23 12:47:12:306',7,-0.155776,0.431741,0.499253,0.163611,0.59437,-0.001471,0.55738,0,0,1,0,0,0
2548,'2020/03/23 12:47:12:306',7,-0.155776,0.431741,0.499253,0.163611,0.59437,-0.001471,0.55738,0,0,1,0,0,0
2549,'2020/03/23 12:47:12:318',7,-0.30004,0.593715,0.46142,0.142298,0.452733,0.257641,0.473627,0,0,1,0,0,0
2550,'2020/03/23 12:47:12:318',7,-0.30004,0.593715,0.46142,0.142298,0.452733,0.257641,0.473627,0,0,1,0,0,0
2551,'2020/03/23 12:47:12:318',7,-0.30004,0.593715,0.46142,0.142298,0.452733,0.257641,0.473627,0,0,1,0,0,0
2552,'2020/03/23 12:47:12:329',7,-0.061733,0.277023,0.608884,0.077278,0.308737,0.479415,0.241612,0,0,1,0,0,0
2553,'2020/03/23 12:47:12:330',7,-0.061733,0.277023,0.608884,0.077278,0.308737,0.479415,0.241612,0,0,1,0,0,0
2554,'2020/03/23 12:47:12:330',7,-0.061733,0.277023,0.608884,0.077278,0.308737,0.479415,0.241612,0,0,1,0,0,0
2555,'2020/03/23 12:47:12:330',7,-0.061733,0.277023,0.608884,0.077278,0.308737,0.479415,0.241612,0,0,1,0,0,0
2556,'2020/03/23 12:47:12:341',7,-0.25249,0.165482,0.559748,-0.009361,0.415523,0.242231,0.291571,0,0,1,0,0,0
2557,'2020/03/23 12:47:12:341',7,-0.25249,0.165482,0.559748,-0.009361,0.415523,0.242231,0.291571,0,0,1,0,0,0
2558,'2020/03/23 12:47:12:341',7,-0.25249,0.165482,0.559748,-0.009361,0.415523,0.242231,0.291571,0,0,1,0,0,0
2559,'2020/03/23 12:47:12:353',7,-0.100834,0.151554,0.742435,-0.114486,0.441484,0.320938,0.267904,0,0,1,0,0,0
2560,'2020/03/23 12:47:12:353',7,-0.100834,0.151554,0.742435,-0.114486,0.441484,0.320938,0.267904,0,0,1,0,0,0
2561,'2020/03/23 12:47:12:353',7,-0.100834,0.151554,0.742435,-0.114486,0.441484,0.320938,0.267904,0,0,1,0,0,0
2562,'2020/03/23 12:47:12:353',7,-0.100834,0.151554,0.742435,-0.114486,0.441484,0.320938,0.267904,0,0,1,0,0,0
2563,'2020/03/23 12:47:12:364',7,0.03079,0.313001,0.7188,-0.052711,0.487568,0.350748,0.286849,0,0,1,0,0,0
2564,'2020/03/23 12:47:12:365',7,0.03079,0.313001,0.7188,-0.052711,0.487568,0.350748,0.286849,0,0,1,0,0,0
2565,'2020/03/23 12:47:12:365',7,0.03079,0.313001,0.7188,-0.052711,0.487568,0.350748,0.286849,0,0,1,0,0,0
2566,'2020/03/23 12:47:12:365',7,0.03079,0.313001,0.7188,-0.052711,0.487568,0.350748,0.286849,0,0,1,0,0,0
2567,'2020/03/23 12:47:12:376',7,0.036873,0.362054,0.585707,-0.048006,0.595946,0.122968,0.422715,0,0,1,0,0,0
2568,'2020/03/23 12:47:12:376',7,0.036873,0.362054,0.585707,-0.048006,0.595946,0.122968,0.422715,0,0,1,0,0,0
2569,'2020/03/23 12:47:12:376',7,0.036873,0.362054,0.585707,-0.048006,0.595946,0.122968,0.422715,0,0,1,0,0,0
2570,'2020/03/23 12:47:12:387',7,-0.074277,0.454893,0.546505,-0.082148,0.625985,0.04504,0.324313,0,0,1,0,0,0
2571,'2020/03/23 12:47:12:388',7,-0.074277,0.454893,0.546505,-0.082148,0.625985,0.04504,0.324313,0,0,1,0,0,0
2572,'2020/03/23 12:47:12:388',7,-0.074277,0.454893,0.546505,-0.082148,0.625985,0.04504,0.324313,0,0,1,0,0,0
2573,'2020/03/23 12:47:12:399',7,-0.127607,0.570204,0.446211,0.030838,0.583578,0.059494,0.503727,0,0,1,0,0,0
2574,'2020/03/23 12:47:12:400',7,-0.127607,0.570204,0.446211,0.030838,0.583578,0.059494,0.503727,0,0,1,0,0,0
2575,'2020/03/23 12:47:12:400',7,-0.127607,0.570204,0.446211,0.030838,0.583578,0.059494,0.503727,0,0,1,0,0,0
2576,'2020/03/23 12:47:12:411',7,0.055386,0.527106,0.400871,0.16645,0.514022,0.057152,0.719204,0,0,1,0,0,0
2577,'2020/03/23 12:47:12:411',7,0.055386,0.527106,0.400871,0.16645,0.514022,0.057152,0.719204,0,0,1,0,0,0
2578,'2020/03/23 12:47:12:411',7,0.055386,0.527106,0.400871,0.16645,0.514022,0.057152,0.719204,0,0,1,0,0,0
2579,'2020/03/23 12:47:12:411',7,0.055386,0.527106,0.400871,0.16645,0.514022,0.057152,0.719204,0,0,1,0,0,0
2580,'2020/03/23 12:47:12:422',7,-0.107825,0.394313,0.534813,0.134246,0.611683,-0.009033,0.563915,0,0,1,0,0,0
2581,'2020/03/23 12:47:12:422',7,-0.107825,0.394313,0.534813,0.134246,0.611683,-0.009033,0.563915,0,0,1,0,0,0
2582,'2020/03/23 12:47:12:422',7,-0.107825,0.394313,0.534813,0.134246,0.611683,-0.009033,0.563915,0,0,1,0,0,0
2583,'2020/03/23 12:47:12:434',7,-0.278132,0.625063,0.433967,0.162981,0.496977,0.167013,0.509402,0,0,1,0,0,0
2584,'2020/03/23 12:47:12:435',7,-0.278132,0.625063,0.433967,0.162981,0.496977,0.167013,0.509402,0,0,1,0,0,0
2585,'2020/03/23 12:47:12:435',7,-0.278132,0.625063,0.433967,0.162981,0.496977,0.167013,0.509402,0,0,1,0,0,0
2586,'2020/03/23 12:47:12:435',7,-0.278132,0.625063,0.433967,0.162981,0.496977,0.167013,0.509402,0,0,1,0,0,0
2587,'2020/03/23 12:47:12:435',7,-0.278132,0.625063,0.433967,0.162981,0.496977,0.167013,0.509402,0,0,1,0,0,0
2588,'2020/03/23 12:47:12:445',7,-0.069395,0.284784,0.570168,0.12205,0.276968,0.505728,0.21963,0,0,1,0,0,0
2589,'2020/03/23 12:47:12:446',7,-0.069395,0.284784,0.570168,0.12205,0.276968,0.505728,0.21963,0,0,1,0,0,0
2590,'2020/03/23 12:47:12:446',7,-0.069395,0.284784,0.570168,0.12205,0.276968,0.505728,0.21963,0,0,1,0,0,0
2591,'2020/03/23 12:47:12:457',7,-0.249415,0.205904,0.536117,0.010389,0.431946,0.222989,0.315447,0,0,1,0,0,0
2592,'2020/03/23 12:47:12:457',7,-0.249415,0.205904,0.536117,0.010389,0.431946,0.222989,0.315447,0,0,1,0,0,0
2593,'2020/03/23 12:47:12:457',7,-0.249415,0.205904,0.536117,0.010389,0.431946,0.222989,0.315447,0,0,1,0,0,0
2594,'2020/03/23 12:47:12:469',7,-0.161109,0.16734,0.67313,-0.068263,0.425642,0.306534,0.278678,0,0,1,0,0,0
2595,'2020/03/23 12:47:12:469',7,-0.161109,0.16734,0.67313,-0.068263,0.425642,0.306534,0.278678,0,0,1,0,0,0
2596,'2020/03/23 12:47:12:469',7,-0.161109,0.16734,0.67313,-0.068263,0.425642,0.306534,0.278678,0,0,1,0,0,0
2597,'2020/03/23 12:47:12:480',7,0.01527,0.217762,0.79425,-0.109858,0.426459,0.400866,0.216756,0,0,1,0,0,0
2598,'2020/03/23 12:47:12:481',7,0.01527,0.217762,0.79425,-0.109858,0.426459,0.400866,0.216756,0,0,1,0,0,0
2599,'2020/03/23 12:47:12:481',7,0.01527,0.217762,0.79425,-0.109858,0.426459,0.400866,0.216756,0,0,1,0,0,0
2600,'2020/03/23 12:47:12:481',7,0.01527,0.217762,0.79425,-0.109858,0.426459,0.400866,0.216756,0,0,1,0,0,0
2601,'2020/03/23 12:47:12:492',7,0.054597,0.335921,0.544921,0.009142,0.499687,0.224369,0.38036,0,0,1,0,0,0
2602,'2020/03/23 12:47:12:492',7,0.054597,0.335921,0.544921,0.009142,0.499687,0.224369,0.38036,0,0,1,0,0,0
2603,'2020/03/23 12:47:12:492',7,0.054597,0.335921,0.544921,0.009142,0.499687,0.224369,0.38036,0,0,1,0,0,0
2604,'2020/03/23 12:47:12:503',7,-0.018926,0.412772,0.602987,-0.092888,0.635206,0.073773,0.301919,0,0,1,0,0,0
2605,'2020/03/23 12:47:12:504',7,-0.018926,0.412772,0.602987,-0.092888,0.635206,0.073773,0.301919,0,0,1,0,0,0
