@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric

@data
97,'2020/03/22 20:51:27:010',1,0.56891,-0.37118,0.080131,0.003101,0.403676,0.241097,0.167189,0.106338,0.184915,0.24926,0.260642,0.155179,0.27544,1,0,0,0,0,0
98,'2020/03/22 20:51:27:010',1,0.56891,-0.37118,0.080131,0.003101,0.403676,0.241097,0.167189,0.106338,0.184915,0.24926,0.260642,0.155179,0.27544,1,0,0,0,0,0
99,'2020/03/22 20:51:27:020',1,0.56383,-0.396739,0.135612,-0.003726,0.453458,0.277922,0.217833,0.155279,0.221143,0.299333,0.291067,0.161497,0.308565,1,0,0,0,0,0
100,'2020/03/22 20:51:27:021',1,0.56383,-0.396739,0.135612,-0.003726,0.453458,0.277922,0.217833,0.155279,0.221143,0.299333,0.291067,0.161497,0.308565,1,0,0,0,0,0
101,'2020/03/22 20:51:27:021',1,0.56383,-0.396739,0.135612,-0.003726,0.453458,0.277922,0.217833,0.155279,0.221143,0.299333,0.291067,0.161497,0.308565,1,0,0,0,0,0
102,'2020/03/22 20:51:27:032',1,0.550496,-0.411028,0.150479,0.014876,0.459601,0.263315,0.206133,0.112298,0.187549,0.284906,0.31124,0.151703,0.278594,1,0,0,0,0,0
103,'2020/03/22 20:51:27:032',1,0.550496,-0.411028,0.150479,0.014876,0.459601,0.263315,0.206133,0.112298,0.187549,0.284906,0.31124,0.151703,0.278594,1,0,0,0,0,0
104,'2020/03/22 20:51:27:033',1,0.550496,-0.411028,0.150479,0.014876,0.459601,0.263315,0.206133,0.112298,0.187549,0.284906,0.31124,0.151703,0.278594,1,0,0,0,0,0
105,'2020/03/22 20:51:27:033',1,0.550496,-0.411028,0.150479,0.014876,0.459601,0.263315,0.206133,0.112298,0.187549,0.284906,0.31124,0.151703,0.278594,1,0,0,0,0,0
106,'2020/03/22 20:51:27:043',1,0.513663,-0.374065,0.181542,0.052775,0.457918,0.258683,0.229559,0.178567,0.21938,0.320713,0.2881,0.134695,0.315933,1,0,0,0,0,0
107,'2020/03/22 20:51:27:044',1,0.513663,-0.374065,0.181542,0.052775,0.457918,0.258683,0.229559,0.178567,0.21938,0.320713,0.2881,0.134695,0.315933,1,0,0,0,0,0
108,'2020/03/22 20:51:27:044',1,0.513663,-0.374065,0.181542,0.052775,0.457918,0.258683,0.229559,0.178567,0.21938,0.320713,0.2881,0.134695,0.315933,1,0,0,0,0,0
109,'2020/03/22 20:51:27:055',1,0.596581,-0.374199,0.172683,0.018882,0.47314,0.327094,0.240781,0.150953,0.236609,0.328353,0.328698,0.201979,0.344431,1,0,0,0,0,0
